clarity,cut,color,carat,x,price
VS1,Very Good,G,1.03,6.43,6539
SI1,Ideal,D,1.08,6.52,6539
SI1,Ideal,D,1.08,6.68,6539
VS2,Very Good,F,1.01,6.3,6540
VS2,Premium,H,0.3,4.3,608
VS2,Very Good,H,0.3,4.27,608
VS2,Premium,H,0.3,4.29,608
VS2,Premium,H,0.3,4.26,608
VS2,Premium,H,0.3,4.27,608
VS2,Premium,H,0.3,4.28,608
VS2,Premium,H,0.3,4.28,608
VS2,Very Good,H,0.3,4.27,608
VS2,Good,D,0.3,4.25,608
VS2,Premium,H,0.3,4.32,608
VS2,Ideal,E,0.32,4.4,608
SI1,Premium,D,0.33,4.46,608
SI1,Ideal,D,0.33,4.43,608
SI1,Premium,D,0.33,4.47,608
VVS1,Very Good,I,0.33,4.43,608
SI1,Ideal,D,0.33,4.41,608
SI1,Very Good,D,0.33,4.47,608
VVS1,Premium,I,0.33,4.41,608
SI1,Very Good,D,0.33,4.41,608
SI1,Ideal,D,0.33,4.4,608
SI1,Premium,D,0.33,4.41,608
SI1,Ideal,D,0.33,4.44,608
SI1,Very Good,D,0.33,4.39,608
VVS1,Very Good,I,0.33,4.38,608
SI1,Very Good,D,0.33,4.41,608
VVS1,Ideal,D,0.28,4.2,608
VVS2,Very Good,E,0.28,4.31,608
VVS1,Very Good,I,0.33,4.52,609
VVS1,Very Good,F,0.29,4.31,609
VVS1,Very Good,E,0.29,4.29,609
VS1,Ideal,I,1.18,6.73,6541
SI2,Premium,F,1.32,7.05,6541
VS1,Very Good,G,1.04,6.39,6541
SI1,Ideal,H,1.22,6.84,6541
VS2,Ideal,G,1.04,6.48,6542
SI1,Very Good,H,1.23,6.79,6542
SI1,Premium,G,1.32,7.03,6542
SI1,Premium,F,1.18,6.75,6542
VS2,Good,F,1.03,6.35,6543
VS2,Ideal,F,1.03,6.6,6543
VS2,Ideal,E,1.27,7.03,6543
VS2,Ideal,F,1.27,6.9,6543
SI2,Ideal,I,1.39,7.14,6544
SI2,Premium,H,1.52,7.55,6544
VS2,Very Good,F,1.05,6.48,6545
VS1,Premium,I,1.25,6.94,6545
SI1,Good,G,1.23,6.78,6545
VS1,Very Good,G,1.09,6.56,6546
SI2,Very Good,J,1.51,7.26,6546
SI1,Very Good,H,1.26,6.97,6546
SI1,Ideal,J,1.43,7.23,6546
VS2,Premium,H,1.2,6.82,6547
VS2,Ideal,G,1.06,6.56,6548
SI2,Ideal,G,1.28,6.98,6548
IF,Ideal,D,0.63,5.47,6549
SI1,Very Good,G,1.21,6.84,6549
SI2,Ideal,H,1.3,7.09,6552
VS2,Very Good,E,1.01,6.34,6552
SI2,Fair,G,1.5,6.87,6552
VS1,Good,F,1.0,6.57,6552
VS1,Premium,G,1.0,6.54,6552
SI2,Good,G,1.5,7.19,6552
VS1,Very Good,G,1.0,6.32,6552
SI2,Premium,F,1.52,7.47,6554
VS2,Premium,G,1.15,6.68,6557
SI1,Ideal,D,1.23,7.01,6557
VS2,Ideal,G,1.03,6.47,6557
VVS2,Very Good,I,1.2,6.88,6558
VS2,Ideal,H,1.17,6.73,6558
VS1,Ideal,G,1.03,6.44,6558
VS2,Ideal,G,1.07,6.58,6558
SI1,Very Good,I,1.27,6.97,6559
VVS2,Good,G,1.21,6.74,6559
SI1,Ideal,G,1.22,6.89,6559
SI2,Ideal,F,1.3,7.0,6559
VVS2,Ideal,H,1.03,6.45,6560
VS2,Ideal,G,1.08,6.56,6561
SI1,Ideal,E,1.07,6.57,6561
VS2,Premium,G,1.13,6.82,6561
VS2,Ideal,G,1.05,6.47,6562
VS1,Ideal,H,1.08,6.56,6562
SI1,Premium,G,1.24,7.1,6562
VS2,Very Good,D,1.01,6.42,6563
SI1,Ideal,E,1.13,6.66,6563
VS1,Ideal,G,1.02,6.43,6563
SI1,Very Good,E,1.11,6.58,6563
VS2,Good,D,1.01,6.26,6563
VS2,Premium,G,1.04,6.53,6564
VS1,Very Good,I,1.23,6.77,6564
I1,Fair,H,2.0,7.77,6564
SI2,Premium,G,1.33,7.16,6565
SI1,Ideal,D,1.06,6.58,6565
SI1,Very Good,H,1.21,6.65,6566
VS1,Very Good,I,1.26,6.9,6566
SI1,Very Good,F,1.28,6.9,6566
SI1,Premium,H,1.21,6.96,6566
SI1,Premium,H,1.21,6.83,6566
SI1,Good,D,1.0,6.41,6568
VS2,Very Good,G,1.02,6.45,6569
SI1,Very Good,H,1.2,6.78,6569
SI1,Ideal,H,1.2,6.87,6569
SI1,Ideal,H,1.2,6.81,6569
VS1,Very Good,G,1.09,6.74,6570
SI1,Very Good,I,1.35,7.28,6573
SI1,Premium,H,1.21,6.95,6573
SI1,Ideal,H,1.21,6.81,6573
VS1,Ideal,I,1.31,6.87,6573
VS2,Very Good,E,1.01,6.45,6577
VS2,Premium,H,1.23,6.94,6577
SI1,Premium,I,1.35,7.24,6577
SI1,Ideal,H,1.2,6.78,6578
VS2,Very Good,J,1.43,7.13,6579
SI1,Ideal,D,1.01,6.36,6579
VS2,Premium,D,1.11,6.77,6579
SI1,Premium,H,1.28,6.88,6580
SI1,Premium,H,1.28,7.05,6580
SI1,Ideal,G,1.25,6.88,6580
VS2,Very Good,E,1.02,6.34,6580
VS2,Premium,E,1.02,6.51,6580
VS2,Very Good,G,1.2,6.69,6580
VS2,Ideal,F,1.0,6.42,6580
VVS2,Ideal,I,1.2,6.91,6581
SI2,Premium,G,1.34,7.08,6581
VS2,Very Good,E,1.02,6.37,6582
VS2,Premium,G,1.06,6.65,6582
VS1,Premium,I,1.28,7.01,6583
SI2,Premium,G,1.34,7.1,6583
VS2,Ideal,H,1.2,6.76,6586
VS2,Ideal,G,1.08,6.59,6586
SI1,Premium,G,1.2,6.84,6586
VS1,Ideal,H,1.1,6.57,6586
VS2,Ideal,G,1.05,6.53,6586
VS2,Very Good,E,1.05,6.51,6586
VS2,Premium,F,1.01,6.39,6587
VS2,Ideal,G,1.01,6.38,6587
SI1,Ideal,D,1.07,6.61,6587
SI1,Premium,H,1.29,7.02,6588
SI1,Premium,H,1.29,7.0,6588
SI1,Ideal,H,1.2,6.83,6588
SI1,Premium,H,1.2,7.02,6588
SI1,Ideal,H,1.29,7.0,6588
VS2,Ideal,G,1.04,6.46,6589
VS2,Premium,G,1.04,6.56,6589
VS2,Premium,F,1.11,6.62,6589
VS2,Ideal,G,1.02,6.4,6591
VS2,Premium,G,1.09,6.74,6592
I1,Very Good,H,2.0,8.3,6592
VS2,Very Good,G,1.11,6.61,6593
VS2,Very Good,G,1.11,6.65,6593
SI1,Premium,H,1.28,6.93,6595
VS1,Very Good,G,1.06,6.48,6595
SI2,Fair,D,1.51,7.19,6596
SI1,Very Good,F,1.36,7.05,6597
VS2,Very Good,D,1.02,6.41,6597
I1,Fair,G,2.0,7.82,6597
I1,Fair,G,2.0,8.05,6597
SI2,Ideal,H,1.26,6.95,6597
SI1,Ideal,I,1.26,6.89,6597
VS2,Very Good,F,1.02,6.4,6597
VS2,Ideal,F,1.02,6.5,6597
SI2,Very Good,H,1.53,7.43,6597
VS2,Premium,F,1.02,6.54,6597
VS2,Very Good,F,1.01,6.46,6598
VS2,Ideal,E,1.0,6.38,6600
VS2,Premium,E,1.0,6.31,6600
VS2,Very Good,E,1.0,6.32,6600
VS2,Premium,E,1.0,6.43,6600
VS2,Premium,E,1.0,6.39,6600
VS2,Very Good,E,1.0,6.34,6600
VS2,Premium,E,1.0,6.38,6600
VS2,Very Good,E,1.0,6.34,6600
SI2,Premium,H,1.31,6.99,6602
SI2,Very Good,D,1.2,6.7,6602
SI2,Ideal,H,1.31,7.0,6602
SI2,Very Good,G,1.33,7.1,6603
VS2,Ideal,G,1.05,6.65,6604
VS2,Ideal,G,1.05,6.49,6604
SI1,Premium,F,1.2,6.9,6604
VS1,Ideal,G,1.26,6.93,6604
VS2,Ideal,G,1.05,6.56,6604
VS2,Good,F,1.04,6.34,6606
VS1,Premium,G,1.0,6.35,6606
VS2,Premium,E,1.01,6.43,6606
VS2,Good,E,1.01,6.71,6606
VS2,Premium,E,1.01,6.46,6606
VS2,Premium,E,1.01,6.44,6606
VS2,Premium,E,1.01,6.36,6606
VS1,Premium,H,1.21,6.88,6607
SI2,Very Good,D,1.22,6.96,6607
VVS2,Ideal,H,1.0,6.34,6607
IF,Ideal,D,0.63,5.5,6607
SI1,Ideal,G,1.25,7.03,6608
VS2,Premium,H,1.22,6.85,6608
VS2,Premium,F,1.0,6.48,6608
VS2,Premium,F,1.0,6.4,6608
SI2,Very Good,G,1.37,7.06,6609
VS1,Very Good,G,1.07,6.65,6610
SI1,Ideal,D,1.03,6.48,6610
VS1,Premium,I,1.27,7.08,6611
VS2,Ideal,G,1.0,6.42,6612
VS2,Very Good,E,1.02,6.52,6612
VS1,Good,D,1.01,6.36,6612
VS1,Very Good,G,1.01,6.56,6613
VS1,Very Good,G,1.01,6.48,6613
VVS2,Ideal,H,1.02,6.42,6613
VS1,Good,G,1.01,6.55,6613
VS2,Ideal,F,1.02,6.44,6614
VS2,Premium,H,1.33,7.13,6614
VVS2,Ideal,H,1.1,6.76,6616
VS1,Ideal,I,1.31,7.01,6617
VS2,Ideal,G,1.04,6.51,6617
VS2,Ideal,G,1.09,6.69,6617
SI1,Ideal,H,1.23,6.83,6617
VS1,Premium,G,1.01,6.42,6618
VS1,Very Good,G,1.01,6.38,6618
VS1,Premium,G,1.01,6.37,6618
VS1,Premium,G,1.01,6.43,6618
VS1,Ideal,G,1.01,6.45,6618
VS1,Good,G,1.01,6.37,6618
VS1,Ideal,G,1.01,6.47,6618
VS1,Premium,G,1.01,6.58,6618
VS1,Premium,G,1.01,6.41,6618
VS1,Premium,G,1.01,6.46,6618
VS2,Ideal,G,1.01,6.47,6618
VS2,Very Good,F,1.0,6.36,6619
SI2,Ideal,D,1.2,6.81,6619
VVS2,Ideal,H,1.04,6.48,6619
VS2,Premium,G,1.14,6.75,6619
VS2,Ideal,H,1.06,6.58,6619
SI1,Ideal,H,1.21,6.9,6620
SI1,Premium,H,1.22,6.81,6620
SI1,Ideal,F,1.1,6.66,6621
VS2,Very Good,E,1.01,6.52,6622
VS1,Very Good,G,1.02,6.37,6622
SI1,Premium,D,1.08,6.62,6623
VVS1,Very Good,H,1.08,6.57,6623
SI1,Very Good,H,1.24,6.93,6625
VS1,Good,F,1.01,6.34,6626
VS2,Premium,F,1.02,6.54,6626
VS2,Premium,J,1.36,7.09,6626
VS1,Premium,H,1.2,6.85,6626
VS2,Very Good,F,1.06,6.54,6627
VS1,Premium,G,1.03,6.41,6628
VS1,Very Good,G,1.03,6.5,6628
SI2,Very Good,G,1.39,7.09,6628
VS2,Ideal,H,1.14,6.72,6628
VS2,Ideal,G,1.04,6.48,6628
SI1,Ideal,H,1.21,6.81,6629
VS2,Premium,J,1.57,7.56,6629
SI2,Very Good,I,1.51,7.19,6630
SI1,Very Good,D,1.01,6.37,6630
VS1,Ideal,H,1.1,6.61,6630
SI2,Fair,H,1.91,7.76,6632
VS2,Very Good,F,1.02,6.56,6632
VS1,Very Good,G,1.01,6.26,6632
VS1,Ideal,G,1.04,6.58,6632
VS2,Ideal,J,1.4,7.17,6633
SI1,Ideal,H,1.27,6.95,6635
SI2,Premium,J,1.55,7.36,6635
I1,Ideal,H,1.69,7.61,6636
SI2,Ideal,D,1.2,6.81,6636
VVS2,Ideal,H,1.03,6.43,6638
VS2,Ideal,J,1.24,6.86,6639
VS1,Ideal,I,1.2,6.76,6639
SI1,Premium,I,1.52,7.5,6639
SI2,Premium,I,1.54,7.33,6640
SI1,Premium,H,1.21,6.93,6640
VS2,Premium,F,1.0,6.41,6640
VS2,Premium,F,1.0,6.57,6640
VS1,Very Good,G,1.0,6.38,6642
VS1,Ideal,H,1.09,6.66,6643
VS2,Ideal,G,1.13,6.68,6644
VS2,Premium,G,1.07,6.52,6644
VS2,Premium,G,1.07,6.58,6644
VS2,Ideal,G,1.03,6.48,6645
SI2,Premium,H,1.38,7.13,6646
VS2,Ideal,G,1.02,6.45,6648
VS2,Ideal,G,1.02,6.44,6648
VS2,Ideal,G,1.07,6.53,6648
VS2,Very Good,F,1.01,6.5,6649
VVS2,Good,H,1.09,6.72,6651
VS1,Fair,F,1.01,6.6,6651
VS2,Ideal,G,1.12,6.64,6652
VS1,Very Good,I,1.2,6.75,6652
VS2,Premium,F,1.02,6.4,6652
VS1,Ideal,D,0.91,6.16,6652
VVS2,Very Good,I,1.21,6.83,6653
I1,Fair,H,2.0,8.01,6653
VS2,Premium,G,1.1,6.75,6653
SI1,Premium,I,1.32,7.14,6653
SI1,Good,E,1.2,6.84,6653
VS1,Good,F,1.04,6.49,6653
VS2,Premium,G,1.1,6.64,6653
SI1,Premium,E,1.2,6.82,6653
VS2,Ideal,G,1.1,6.68,6653
VS2,Ideal,G,1.1,6.74,6653
SI1,Ideal,H,1.22,6.83,6654
SI1,Very Good,I,1.27,6.86,6654
SI1,Very Good,G,1.22,6.82,6656
SI2,Premium,F,1.26,6.99,6657
VS2,Very Good,F,1.02,6.34,6659
VS1,Ideal,G,1.03,6.46,6659
VS1,Premium,G,1.03,6.47,6659
VS2,Fair,J,1.53,7.24,6659
SI1,Ideal,F,1.21,6.87,6659
SI1,Premium,F,1.21,6.96,6659
VS2,Ideal,G,1.06,6.51,6660
SI2,Premium,F,1.32,7.1,6660
SI1,Ideal,H,1.25,6.86,6661
VS1,Premium,H,1.22,6.8,6661
VS1,Ideal,I,1.18,6.79,6661
VS1,Very Good,F,1.03,6.47,6662
SI2,Very Good,J,1.56,7.4,6662
SI2,Very Good,J,1.56,7.37,6662
VS2,Ideal,H,1.19,6.82,6662
VS2,Good,F,1.03,6.38,6662
VS2,Ideal,F,1.03,6.58,6662
VS1,Very Good,G,1.06,6.5,6663
VS1,Very Good,G,1.06,6.42,6663
VS2,Ideal,G,1.01,6.48,6663
VS1,Premium,I,1.25,7.01,6664
SI1,Premium,H,1.26,6.93,6664
SI1,Ideal,D,1.0,6.42,6664
SI1,Very Good,G,1.23,6.81,6665
VS2,Premium,H,1.2,6.75,6666
VS2,Very Good,E,1.01,6.38,6666
VS2,Very Good,E,1.01,6.36,6666
VS2,Very Good,E,1.01,6.31,6666
VS2,Good,E,1.01,6.34,6666
VS2,Good,E,1.01,6.31,6666
SI2,Ideal,H,0.32,4.4,420
SI1,Ideal,G,0.29,4.25,420
VVS1,Ideal,I,0.25,4.07,421
VS2,Ideal,I,0.31,4.36,421
SI2,Ideal,H,0.31,4.4,421
SI2,Ideal,H,0.31,4.35,421
SI2,Ideal,H,0.31,4.36,421
SI2,Ideal,E,0.31,4.42,421
SI1,Ideal,H,0.31,4.35,421
SI1,Ideal,H,0.31,4.36,421
SI1,Ideal,H,0.31,4.36,421
SI1,Premium,J,0.36,4.52,421
SI1,Very Good,H,0.3,4.24,421
SI1,Good,I,0.32,4.3,421
SI1,Very Good,H,0.3,4.22,421
SI2,Ideal,G,0.32,4.37,421
SI2,Good,F,0.32,4.34,421
VS1,Premium,J,0.32,4.33,421
SI1,Very Good,H,0.3,4.28,421
SI1,Good,H,0.3,4.2,421
VS1,Premium,J,0.32,4.38,421
SI1,Ideal,H,0.3,4.28,421
SI1,Very Good,H,0.3,4.24,421
VS1,Ideal,J,0.32,4.41,421
SI1,Very Good,H,0.3,4.35,421
SI1,Premium,H,0.3,4.29,421
SI2,Very Good,F,0.32,4.37,421
SI1,Good,H,0.3,4.26,421
SI2,Good,F,0.32,4.35,421
SI2,Very Good,E,0.3,4.29,421
VS2,Very Good,F,0.31,4.45,609
VVS2,Ideal,H,0.31,4.37,609
VVS2,Ideal,H,0.31,4.38,609
VVS2,Ideal,H,0.31,4.36,609
SI1,Ideal,I,0.39,4.66,609
SI1,Ideal,F,0.3,4.28,609
SI1,Ideal,F,0.3,4.35,609
SI1,Ideal,F,0.3,4.34,609
VS2,Very Good,D,0.3,4.31,610
VS1,Very Good,E,0.31,4.29,610
VVS2,Ideal,H,0.3,4.28,610
VS2,Ideal,F,0.32,4.41,610
VS1,Ideal,H,0.33,4.46,610
VS1,Ideal,H,0.33,4.39,610
SI1,Ideal,I,0.38,4.64,610
SI1,Premium,H,0.33,4.42,610
SI1,Ideal,H,0.33,4.41,610
VS1,Very Good,D,0.3,4.32,610
VS1,Good,D,0.3,4.22,610
VS1,Premium,D,0.3,4.39,610
VS1,Very Good,D,0.23,3.93,611
SI2,Very Good,E,0.4,4.88,611
SI2,Very Good,E,0.4,4.75,611
SI2,Good,G,0.41,4.7,611
VS2,Premium,J,0.41,4.69,611
SI2,Good,G,0.41,4.7,611
VS2,Good,J,0.41,4.7,611
SI1,Good,I,0.41,4.67,611
SI2,Premium,G,0.41,4.75,611
VVS2,Very Good,E,0.28,4.22,612
VS2,Premium,E,1.01,6.44,6666
VS2,Very Good,E,1.01,6.47,6666
VS2,Ideal,H,1.2,6.86,6666
VS2,Premium,H,1.2,6.88,6666
SI1,Very Good,G,1.2,6.77,6666
VS2,Ideal,G,1.06,6.59,6667
SI2,Premium,F,1.33,7.13,6668
VS1,Premium,E,1.06,6.66,6669
VS1,Very Good,G,1.01,6.47,6669
VS1,Very Good,G,1.04,6.39,6669
VVS2,Premium,G,1.01,6.66,6670
SI2,Ideal,E,1.25,6.83,6670
VS1,Premium,E,1.01,6.41,6670
VVS2,Premium,G,1.01,6.49,6670
VS2,Ideal,H,1.13,6.69,6670
VS2,Very Good,J,1.45,7.14,6671
VS2,Ideal,F,1.01,6.5,6672
VS1,Ideal,G,1.01,6.39,6672
VVS1,Very Good,H,1.2,6.75,6672
VS2,Very Good,H,1.21,6.74,6673
VS2,Premium,F,1.06,6.58,6673
VS2,Premium,F,1.01,6.52,6674
SI1,Ideal,E,1.13,6.65,6674
IF,Ideal,F,0.8,5.99,6674
SI1,Ideal,H,1.2,6.81,6675
SI2,Ideal,F,1.31,7.05,6676
SI2,Very Good,I,1.4,7.12,6677
VVS2,Ideal,I,1.18,6.7,6678
VS1,Very Good,F,1.01,6.28,6679
VVS1,Ideal,G,0.9,6.22,6680
SI1,Premium,J,1.51,7.42,6680
VS2,Good,G,1.14,6.63,6681
SI1,Ideal,H,1.23,6.92,6681
SI1,Ideal,E,1.13,6.69,6682
VS1,Ideal,G,1.02,6.47,6683
VS2,Premium,G,1.12,6.71,6683
VS2,Ideal,G,1.12,6.74,6683
VS1,Premium,G,1.02,6.55,6683
VS1,Premium,G,1.02,6.5,6683
VS1,Ideal,G,1.02,6.46,6683
VS2,Very Good,H,1.21,6.77,6684
VVS1,Ideal,I,1.07,6.56,6685
SI2,Premium,G,1.33,7.19,6685
SI1,Premium,H,1.24,6.91,6686
SI1,Very Good,I,1.31,6.97,6686
I1,Good,F,2.0,7.93,6686
SI1,Good,J,1.5,7.32,6687
VS2,Ideal,D,0.9,6.2,6689
VS1,Premium,G,1.08,6.55,6689
VS1,Ideal,I,1.21,6.83,6691
VS1,Ideal,I,1.21,6.84,6691
VS2,Ideal,F,1.04,6.48,6692
VS1,Premium,F,1.0,6.45,6692
IF,Very Good,H,1.04,6.51,6694
VS1,Very Good,G,1.02,6.44,6694
SI1,Premium,I,1.39,7.22,6694
SI1,Premium,G,1.22,6.84,6695
VS2,Premium,E,1.01,6.49,6697
VVS2,Ideal,H,1.06,6.52,6698
VS1,Very Good,G,1.0,6.42,6699
VS2,Very Good,F,1.0,6.32,6701
SI1,Premium,H,1.28,7.08,6701
SI1,Ideal,H,1.28,6.93,6701
SI2,Very Good,J,1.57,7.37,6702
VVS2,Premium,G,1.0,6.43,6702
VS2,Premium,F,1.01,6.52,6702
IF,Premium,H,1.01,6.47,6702
SI1,Very Good,E,1.2,6.91,6703
IF,Good,H,1.05,6.5,6703
SI1,Very Good,G,1.22,6.75,6704
VS2,Ideal,E,1.02,6.58,6704
VS2,Ideal,G,1.08,6.62,6706
VS1,Very Good,G,1.06,6.65,6707
VS2,Premium,F,1.01,6.43,6707
SI1,Very Good,F,1.21,6.95,6708
VS2,Very Good,F,1.1,6.56,6708
SI1,Good,E,1.21,6.65,6708
VS2,Good,G,1.08,6.69,6708
VS2,Premium,H,1.21,7.01,6708
VS2,Premium,G,1.04,6.59,6709
VS2,Ideal,G,1.04,6.49,6709
VS2,Premium,G,1.04,6.51,6709
SI2,Very Good,D,1.23,6.78,6710
VS2,Good,H,1.2,6.74,6710
VS2,Premium,H,1.21,6.91,6710
VS2,Premium,H,1.21,6.82,6710
SI2,Premium,J,1.51,7.44,6712
VS1,Very Good,H,1.2,6.82,6713
VS1,Good,I,1.22,7.01,6713
VS2,Premium,G,1.11,6.7,6713
VS2,Ideal,G,1.11,6.67,6713
VS2,Premium,G,1.11,6.79,6713
VS2,Premium,G,1.11,6.65,6713
VS2,Very Good,F,1.01,6.3,6714
VS2,Very Good,E,1.01,6.36,6714
VS2,Ideal,I,1.3,7.07,6714
SI1,Ideal,H,1.26,7.0,6715
VS2,Premium,E,1.06,6.49,6716
SI2,Ideal,H,1.56,7.39,6716
SI2,Fair,I,1.5,7.05,6717
VS1,Very Good,F,1.01,6.47,6719
VS2,Premium,E,1.0,6.36,6720
VS2,Premium,E,1.0,6.38,6720
SI2,Premium,G,1.5,7.55,6720
SI2,Ideal,G,1.5,7.31,6720
VS2,Good,G,1.2,6.8,6720
VS2,Premium,E,1.0,6.49,6720
VS2,Ideal,E,1.0,6.44,6720
VS2,Ideal,E,1.0,6.37,6720
VS2,Premium,E,1.0,6.42,6720
VS2,Premium,E,1.0,6.38,6720
VS2,Premium,E,1.0,6.43,6720
VS2,Ideal,E,1.0,6.42,6720
VS1,Premium,H,1.2,6.98,6720
VS2,Premium,H,1.21,6.95,6722
VS1,Very Good,I,1.28,6.9,6726
VS1,Premium,H,1.2,6.75,6727
VS1,Fair,I,1.43,7.73,6727
SI1,Ideal,H,1.21,6.82,6727
SI1,Ideal,H,1.22,6.83,6727
VS1,Premium,G,1.0,6.4,6727
SI1,Ideal,J,1.56,7.44,6727
VS2,Good,F,1.04,6.43,6727
VS2,Ideal,G,1.06,6.54,6728
VS2,Ideal,G,1.06,6.53,6728
SI1,Premium,H,1.24,6.97,6729
VS1,Premium,G,1.07,6.59,6730
VS1,Premium,G,1.07,6.76,6730
SI2,Ideal,G,1.37,7.12,6730
SI2,Good,I,1.5,7.41,6731
VS2,Very Good,E,1.0,6.35,6732
VS2,Very Good,E,1.02,6.59,6732
VS2,Ideal,E,1.02,6.38,6732
VVS1,Very Good,H,1.01,6.5,6733
VS1,Very Good,F,1.03,6.62,6733
SI1,Very Good,G,1.26,6.84,6733
SI1,Very Good,G,1.26,6.85,6733
VS1,Premium,D,1.01,6.43,6733
VS2,Ideal,G,1.01,6.4,6734
VS2,Ideal,G,1.01,6.47,6734
VS2,Ideal,F,1.02,6.47,6734
VVS2,Fair,G,1.02,6.31,6736
VS1,Premium,I,1.31,7.18,6737
SI1,Ideal,E,1.11,6.62,6737
VS2,Very Good,D,1.01,6.35,6738
VS1,Good,G,1.02,6.38,6738
SI1,Ideal,G,1.26,7.08,6738
SI2,Ideal,D,1.2,6.88,6740
SI1,Ideal,G,1.14,6.71,6741
SI1,Ideal,G,1.2,6.77,6741
SI2,Premium,I,1.47,7.34,6742
SI1,Premium,E,1.2,6.75,6742
SI1,Ideal,H,1.2,6.84,6742
VS2,Very Good,G,1.0,6.35,6743
SI1,Ideal,E,1.1,6.65,6743
SI1,Good,G,1.18,6.98,6743
VS2,Premium,G,1.13,6.69,6743
VS2,Very Good,H,1.21,6.77,6745
VS2,Very Good,D,1.0,6.52,6745
SI1,Ideal,J,1.5,7.38,6745
SI2,Good,J,1.5,7.3,6746
VS1,Good,H,1.21,6.72,6748
VVS2,Good,G,1.0,6.32,6748
VS1,Premium,G,1.03,6.55,6749
VS1,Premium,G,1.03,6.46,6749
VVS1,Ideal,I,1.18,6.74,6750
SI2,Good,J,1.5,7.3,6750
SI2,Premium,J,1.5,7.36,6750
SI1,Premium,G,1.23,6.89,6750
SI1,Ideal,H,1.23,6.94,6750
VVS2,Very Good,H,1.07,6.54,6751
VS2,Ideal,F,1.03,6.48,6751
SI2,Premium,E,1.37,7.25,6751
SI2,Premium,I,1.41,7.14,6751
VS2,Very Good,E,1.02,6.37,6752
I1,Fair,F,2.0,7.89,6753
VS2,Ideal,H,1.14,6.67,6753
VS1,Very Good,I,1.24,7.04,6754
VS2,Very Good,E,1.01,6.43,6754
VS2,Ideal,J,1.35,7.1,6754
VS2,Premium,J,1.41,7.2,6754
VS2,Premium,I,1.34,7.07,6754
VS2,Premium,H,1.27,6.83,6755
SI1,Ideal,E,1.16,6.74,6755
SI1,Premium,I,1.51,7.35,6756
I1,Ideal,H,1.69,7.66,6757
SI1,Very Good,H,1.3,6.97,6758
VS1,Ideal,I,1.11,6.67,6758
VS1,Premium,G,1.01,6.43,6759
VS1,Good,G,1.01,6.35,6759
VS1,Fair,F,1.01,6.33,6759
SI1,Ideal,H,1.29,6.89,6760
VS2,Premium,I,1.28,7.05,6762
VS2,Very Good,D,1.0,6.31,6762
VS2,Very Good,E,1.02,6.61,6762
SI2,Ideal,F,1.29,7.0,6762
SI1,Ideal,G,1.2,6.77,6762
VS1,Premium,I,1.22,6.76,6763
VS1,Very Good,I,1.22,6.79,6763
VS2,Very Good,J,1.47,7.18,6763
SI1,Very Good,I,1.34,7.05,6763
VS1,Premium,E,1.04,6.68,6765
VVS1,Very Good,G,1.04,6.66,6766
VS1,Very Good,G,1.05,6.5,6766
SI2,Very Good,H,1.28,7.08,6766
SI1,Ideal,F,1.16,6.68,6768
VVS2,Premium,F,0.97,6.53,6768
VS2,Ideal,G,1.08,6.62,6769
VS2,Very Good,F,1.01,6.37,6770
SI2,Very Good,H,1.5,7.27,6770
SI2,Good,H,1.5,7.3,6770
VS2,Very Good,E,1.01,6.22,6771
VS2,Ideal,H,1.15,6.7,6772
VS2,Very Good,G,1.01,6.35,6773
VS2,Very Good,F,1.01,6.39,6773
SI2,Very Good,J,1.51,7.23,6773
VS2,Ideal,G,1.04,6.49,6773
VS2,Premium,F,1.02,6.45,6773
SI1,Premium,F,1.2,6.96,6774
VS2,Premium,G,1.12,6.81,6774
VS1,Ideal,I,1.2,6.79,6774
VS2,Ideal,G,1.12,6.69,6774
VS2,Ideal,G,1.12,6.65,6774
VS2,Good,E,1.0,6.37,6776
VS2,Very Good,E,1.1,6.61,6776
SI1,Premium,H,1.22,6.86,6776
VS2,Premium,D,1.0,6.41,6776
VS2,Very Good,D,1.0,6.37,6776
SI1,Ideal,H,1.22,6.85,6776
VVS1,Very Good,H,1.01,6.41,6777
VS2,Very Good,G,1.08,6.65,6777
VS1,Very Good,G,1.01,6.52,6777
SI1,Premium,G,1.22,6.88,6777
VS2,Premium,G,1.07,6.54,6779
SI2,Ideal,D,1.25,6.9,6779
SI2,Premium,G,1.38,7.35,6779
VS1,Ideal,G,1.08,6.62,6779
VS1,Very Good,G,1.07,6.63,6780
VS2,Very Good,H,1.19,6.97,6781
SI2,Very Good,G,1.37,6.95,6781
VS2,Premium,F,1.04,6.45,6782
SI1,Good,H,1.25,6.81,6783
VS1,Premium,F,1.03,6.49,6783
SI1,Premium,H,1.25,6.91,6783
SI1,Ideal,H,1.25,6.9,6783
VS1,Ideal,H,1.21,6.79,6784
VS2,Very Good,D,1.02,6.54,6785
VS1,Very Good,F,1.02,6.45,6785
SI1,Ideal,H,1.27,7.07,6785
VS2,Very Good,G,1.03,6.43,6786
VS2,Premium,E,1.01,6.46,6787
VS2,Ideal,E,1.01,6.44,6787
VS2,Very Good,E,1.01,6.36,6787
VS2,Premium,E,1.01,6.51,6787
VS2,Premium,E,1.01,6.36,6787
VS2,Very Good,E,1.01,6.37,6787
VS2,Very Good,E,1.01,6.38,6787
VS2,Very Good,F,1.01,6.4,6787
